3146,Mot Dai Kho Mot Toi          ,Quang Dung
3147,Mot Dem Vui                  ,Khanh Ha
3148,Mot Doi Quen Lang            ,Khanh Ly
3149,Mot Doi Tiec Nuoi            ,Don Ho
3150,Mot Doi Yeu Anh              ,Female
3151,Mot Giac Mo Buon             ,Gia Huy
3152,Mot Khoang Troi Bo Vo        ,Thien Kim
3153,Mot Kiep Phong Ba            ,Bao Han
3154,Mot Lan Cuoi                 ,Che Linh
3155,Mot Lan Cuoi                 ,Son Ca
3156,Mot Lan Dang Do              ,Doan Thy
3157,Mot Lan Dang Do              ,Duy Khanh
3158,Mot Lan Duoc Yeu             ,Luu Bich; Ky Duyen
3159,Mot Lan Lo Yeu               ,Cat Tien
3160,Mot Lan Nao Cho Toi Gap Em   ,The Son
3161,Mot Lan Nua Thoi             ,Lam Nhat Tien
3162,Mot Lan Roi Thoi             ,Nguyen Thang
3163,Mot Lan Va Mai Mai           ,My Tam
3164,Mot Lan Xa Ben               ,Tam Doan
3165,Mot Lan Yeu                  ,Khanh Lan
3166,Mot Loi Cho Mai Sau          ,Uyen Trang
3167,Mot Loi Cuoi Cho Em          ,The Son
3168,Mot Mai Em Di                ,Lam Nhat Tien
3169,Mot Mai Em Di                ,Thuy Duong
3170,Mot Mai Gia Tu Vu Khi        ,The Son
3171,Mot Minh Trong Chieu Vang    ,Ngoc Hue
3172,Mot Minh                     ,Duc Huy
3173,Mot Minh                     ,Khanh Ha
3174,Mot Minh                     ,My Linh
3175,Mot Minh                     ,Y Lan
3176,Mot Net Ca Tru Ngay Xuan     ,Tran Thu Ha
3177,Mot Ngay Dai Tren Que Huong  ,Khanh Ly
3178,Mot Ngay Di Qua              ,Dan Truong
3179,Mot Ngay Khong Co Em         ,Man
3180,Mot Ngay Mua Dong            ,Bang Kieu
3181,Mot Ngay Mua Dong            ,Lam Truong
3182,Mot Ngay Mua Dong            ,Mong Ngoc
3183,Mot Ngay Nhu Moi Ngay        ,Anh Tu
3184,Mot Ngay Nhu Moi Ngay        ,Ngoc Lan
3185,Mot Ngay That Buon           ,Lam Thuy Van
3186,Mot Ngay Toi Di Qua          ,Truong Vu
3187,Mot Ngay Vui Nam Do          ,Truc Anh
3188,Mot Ngay Xa Xam              ,Nguyen Khang
3189,Mot Ngay Xa Xam              ,Phuong Thanh
3190,Mot Nguoi Di Mot Nguoi Quen  ,Quang Dung
3191,Mot Nguoi Di                 ,Diep Thanh Thanh
3192,Mot Nguoi Di                 ,Manh Quynh
3193,Mot Nguoi Di                 ,Tam Doan
3194,Mot Nua Doi Em               ,Y Lan
3195,Mot Phut Dam Me              ,Dam V Hung
3196,Mot Phut Dam Me              ,Dam Vinh Hung
3197,Mot Thoang Chiem Bao         ,Quang Dung
3198,Mot Thoang Saigon            ,Thanh Truc
3199,Mot Thoang Tay Ho            ,Thanh Lam
3200,Mot Thoang Tinh Ta           ,Mai Linh Lay Minh
3201,Mot Thoang Yeu Qua           ,Cat Tien
3202,Mot Thoi Da Xa               ,Johnny Dung; Minh Tuyet
3203,Mot Thoi Da Xa               ,Phuong Thanh
3204,Mot Thoi Hoa Mong            ,Bao Ngoc
3205,Mot Thoi Yeu Em              ,Minh Thuan
3206,Mot Thuo Dam Me              ,Khanh Hoang
3207,Mot Thuo Dam Me              ,Ngoc Son
3208,Mot Thuo Yeu Anh             ,Female
3209,Mot Thuo Yeu Anh             ,Thuy Hang
3210,Mot Thuo Yeu Nguoi           ,Anh Tu
3211,Mot Thuo Yeu Nguoi           ,Don Ho Chau Ngoc
3212,Mot Thuo Yeu Nguoi           ,Ky Vuong
3213,Mot Thuo Yeu Nguoi           ,Minh Tuyet
3214,Mot Tinh Yeu                 ,Dalena Henry Chuc
3215,Mot Tinh Yeu                 ,Duc Huy
3216,Mot Tinh Yeu                 ,My Tam
3217,Mot Tram Phan Tram,
3218,Mot Vong Trai Dat            ,Minh Hang Tim
3219,Mua Bay Ngoai O              ,Truong Vu
3220,Mua Bay Trong Doi            ,Truong Vu
3221,Mua Ben Song Cua             ,Huong Lan
3222,Mua Bong Bong                ,Quang Le
3223,Mua Bong Bong                ,Vu Khanh
3224,Mua Bui 2                    ,Tai Linh; Dinh Van
3225,Mua Bui                      ,Cam Ly
3226,Mua Buon                     ,Dan Truong; Cam Ly
3227,Mua Buon                     ,Minh Tuyet
3228,Mua Chhieu                   ,Manh Dinh
3229,Mua Chia Tay                 ,Ngoc Dan Thanh
3230,Mua Chieu Ky Niem            ,Dam Vinh Hung
3231,Mua Chieu Ky Niem            ,Le Toan
3232,Mua Chieu Mien Trung         ,Cam Ly
3233,Mua Chieu Pho Nho            ,Khanh Hoang
3234,Mua Chieu                    ,Thanh Thao
3235,Mua Dem Doc Hanh             ,Don Ho; The Son
3236,Mua Dem Doc Hanh             ,Shayla
3237,Mua Dem Doc Hanh             ,The Son
3238,Mua Dem Ngoai O              ,Nha Thanh
3239,Mua Dem Tinh Le              ,Tam Doan
3240,Mua Dem Tinh Nho             ,Mong Ngoc
3241,Mua Dem Tinh Nho             ,Truong Vu
3242,Mua Dem Tuong Nho            ,Giao Linh
3243,Mua Dem                      ,Nhat Ha
3244,Mua Dem                      ,Quang Dung
3245,Mua Di Vang                  ,Tran Tam; Thanh Thao
3246,Mua Dong Biet Ly             ,Ai Van
3247,Mua Dong Co Don              ,The Son
3248,Mua Dong Cua Anh             ,Female
3249,Mua Dong Da Quay Ve          ,Loan Chau
3250,Mua Dong Hoa Trang           ,Tam Doan
3251,Mua Dong Tan Phai            ,Dan Truong
3252,Mua Dong Thuong Nho          ,Nini
3253,Mua Dong Trang               ,Cam Ly
3254,Mua Dong Ve Chua Anh         ,Female
3255,Mua Dong Xu La               ,Cam Ly; Van Quang Long
3256,Mua Dong Xu La               ,Nhat Huy
3257,Mua Dong Xu La               ,Van Quang Long; Cam Ly
3258,Mua Em Troi                  ,Nguyen Khang
3259,Mua Ha Mai Xa                ,Man
3260,Mua Ha Mai Xa                ,Minh Thuan
3261,Mua He Ruc Ro                ,Gia Huy
3262,Mua He Xanh                  ,Thuy Hang
3263,Mua Hoa Anh Dao              ,Cam Ly
3264,Mua Hoa Anh Dao              ,Duong Trieu Vu
3265,Mua Hoa Anh Dao              ,Hong Nhung
3266,Mua Hoa Bi                   ,Phi Nhung
3267,Mua Hoang Hon                ,Thanh Lam
3268,Mua Hong                     ,Female
3269,Mua Hong                     ,Khanh Ly
3270,Mua Khong Danh Roi           ,Trinh Nam Son; Hong Hanh
3271,Mua Le                       ,Kim Anh
3272,Mua Le                       ,Le Huynh
3273,Mua Le                       ,Mong Ngoc
3274,Mua Mua Di Qua               ,Cam Ly
3275,Mua Mua Di Qua               ,Dam Vinh Hung
3276,Mua Mua Dong                 ,Van Quang Long
3277,Mua Mua Qua Mau              ,Tuan Vu
3278,Mua Ngau                     ,Khanh Ha
3279,Mua Ngau                     ,Vu Khanh
3280,Mua Nua Dem                  ,Truong Vu
3281,Mua Nuoc Mat                 ,Dong Nhi
3282,Mua Phi Truong               ,Che Thanh; Ngoc Huyen
3283,Mua Phi Truong               ,Lam Truong
3284,Mua Phi Truong               ,Nguyen Khuong
3285,Mua Phi Truong               ,Phi Vu
3286,Mua Phi                      ,Truong Ngoc Thuy
3287,Mua Pho                      ,Minh Vi
3288,Mua Pho                      ,Truc Lam; Truc Linh
3289,Mua Qua Pho Vang             ,Chung Tu Luu
3290,Mua Qua Pho Vang             ,Hong Truc
3291,Mua Roi Cuoi Tuan            ,Cam Ly; Dan Truong
3292,Mua Roi Cuoi Tuan            ,Cam Ly
3293,Mua Roi                      ,Thanh Thuy
3294,Mua Rung                     ,Carol Kim
3295,Mua Rung                     ,Dam Vinh Hung
3296,Mua Rung                     ,Nhu Quynh
3297,Mua Rung                     ,Thanh Xuan
3298,Mua Rung                     ,Thien Trang
3299,Mua Sai Gon Mua Ha Noi       ,Lam Minh
3300,Mua Saigon Con Buon Khong Em ,Nguyet Anh
3301,Mua Sau Rieng                ,Truong Vu
3302,Mua Ta Khong Co Nhau         ,Thanh Hang
3303,Mua Thi Tham                 ,Hong Hanh
3304,Mua Thu Canh Nau             ,Khanh Ly
3305,Mua Thu Chet                 ,Julie
3306,Mua Thu Chet                 ,Man
3307,Mua Thu Cho Em               ,Dam Vinh Hung
3308,Mua Thu Cho Em               ,Female
3309,Mua Thu Cho Em               ,Lam Thuy Van
3310,Mua Thu Co Nho               ,Tam Doan
3311,Mua Thu Dong Kinh            ,Don Ho
3312,Mua Thu Khong Tro Lai        ,Quang Dung
3313,Mua Thu La Bay               ,Kim Anh
3314,Mua Thu May Ngan             ,Tuan Ngoc
3315,Mua Thu Nam Do               ,Thanh Tuyen
3316,Mua Thu Paris                ,Vu Khanh
3317,Mua Thu Sap Den              ,Lam Thuy Van
3318,Mua Thu Trong Mua            ,Minh Tuyet
3319,Mua Thu Xa Em                ,Elvis Phuong; Ai Van
3320,Mua Thu Yeu Duong            ,La Suong Suong
3321,Mua Thu Yeu Duong            ,Le Tri
3322,Mua Thu                      ,Thu Phuong
3323,Mua Thuong Cu                ,Vu Khanh; Hai Ly
3324,Mua Tim                      ,Cat Ly
3325,Mua Tinh Cuoi Dong           ,Cong Thanh Lynn
3326,Mua Tinh Mua Dong            ,Nhu Quynh
3327,Mua Tinh                     ,To Loan
3328,Mua Tren Bien Vang           ,Nlan
3329,Mua Tren Bien Vang           ,Thu Thao
3330,Mua Tren Cuoc Tinh 3         ,Huy Vu
3331,Mua Tren Cuoc Tinh           ,Dan Truong
3332,Mua Tren Ngay Thang Do       ,Thanh Ha
3333,Mua Tren Phim Nga            ,Duy Quang
3334,Mua Tren Pho Hue             ,Hoang Lan
3335,Mua Tren Pho Hue             ,Hoang Oanh
3336,Mua Tren Pho Hue             ,My Le
3337,Mua Tren Pho Hue             ,Ngoc Ha
3338,Mua Tren Pho Hue             ,Phi Nhung
3339,Mua Tren Pho                 ,Cat Tien
3340,Mua Trong Mat Em             ,Khanh Ha
3341,Mua Trong Mat Em             ,Vu Tuan Duc
3342,Mua Tuyet Vong               ,Johnny Dung
3343,Mua Tuyet Vong               ,Nguyen Phi Hung
3344,Mua Uot Mi Buon              ,Luu Bich
3345,Mua Ve Sau                   ,Phi Nhung
3346,Mua Ve Thanh Pho             ,Chung Tu Luu
3347,Mua Xa                       ,Ngoc Bich
3348,Mua Xuan Cua Me              ,Ngoc Ha
3349,Mua Xuan Cua Me              ,Truong Vu
3350,Mua Xuan Cua Toi             ,Truong Vu
3351,Mua Xuan Dang Den            ,Luu Bich
3352,Mua Xuan Dau Tien            ,Ngoc Bich
3353,Mua Xuan Dau Tien            ,Nhu Quynh; The Son
3354,Mua Xuan Do Co Em            ,Che Linh
3355,Mua Xuan Khong Con Nua       ,Manh Quynh
3356,Mua Xuan La Kho              ,Lam Gia Minh
3357,Mua Xuan La Kho              ,Manh Quynh
3358,Mua Xuan Nao Chua Ve Hoi Em  ,Tuan Ngoc
3359,Mua Xuan Nho Me              ,Cao Thanh
3360,Mua Xuan Nong Nan            ,Lam Truong
3361,Mua Xuan Qua                 ,Female
3362,Mua Xuan Sao Chua Ve Hoi Em  ,Tuan Ngoc
3363,Mua Xuan Tinh Yeu            ,Quang Dung
3364,Mua Xuan Tren Dinh Binh Yen  ,Thai Hien
3365,Mua Xuan Tro Ve              ,Luong Tung Quang; Bao Han
3366,Mua Xuan Trong Doi Mat Em    ,Duc Huy
3367,Mua Xuan Trong Doi Mat Em    ,Ngoc Lan
3368,Mua Xuan Trong Thu Em        ,Truong Vu
3369,Mua Xuan                     ,Minh Tuyet
3370,Mua                          ,Doan Trang
3371,Mua                          ,Duy Linh
3372,Mua                          ,My Nhung
3373,Muc Anh Trang Vang           ,Nhu Quynh; The Son
3374,Muc Tim Mong Toi             ,Hoai Nam
3375,Muc Tim Mong Toi             ,Truong Vu
3376,Mung Nang Xuan Ve            ,Hop Ca
3377,Mung Tuoi Me                 ,Ha Phuong
3378,Mung Tuoi Me                 ,Quang Le
3379,Mung Tuoi Me                 ,Truong Vu
3380,Muoi Ba Tuoi Linh            ,Vu Son
3381,Muoi Nam Tai Ngo             ,Manh Quynh
3382,Muoi Nam Tinh Cu             ,Dalena
3383,Muoi Nam Tinh Cu             ,Lam Hung
3384,Muoi Nam Yeu Em              ,Bruce Doan
3385,Muoi Ngon Tay Tinh Yeu       ,Nhu Quynh
3386,Muoi Sau Trang Tron          ,Truong Vu
3387,Muoi Thuong                  ,Man
3388,Muon Duoc Gan Anh Hon        ,Minh Tuyet
3389,Muon Khoc Hay Khoc Di Em     ,Pham Khanh Hung
3390,Muon Mang Khi Em Ra Di       ,1088 Band
3391,Muon Mang Khi Em Ra Di       ,1088 Band
3392,Muon Mang                    ,Le Toan
3393,Muon Mang                    ,Minh Tuyet
3394,Muon                         ,Dam Vinh Hung
3395,Muon                         ,Tran Thaihoa
3396,Muon                         ,Tu Quyen
3397,Nac Thang Tinh Yeu           ,Johnny Dung
3398,Nam 17 Tuoi                  ,Ha Vy
3399,Nam 17 Tuoi                  ,Male
3400,Nam 17 Tuoi                  ,Nguyet Thanh
3401,Nam 2000                     ,Bao Tuan
3402,Nam Cum Nui Que Huong        ,Hong Truc
3403,Nam Gam Hoa                  ,My Tam
3404,Nam Tu Bay Nam               ,Son Ca
3405,Nang Chieu                   ,Female
3406,Nang Chieu                   ,Kim Anh
3407,Nang Chieu                   ,Thanh Ha
3408,Nang Co Con Xuan             ,Khanh Ha
3409,Nang Dep Mien Nam            ,Phuong Loan; Ngoc Thuy
3410,Nang Ha                      ,Female
3411,Nang Paris Nang Sai Gon      ,Thai Hien
3412,Nang Saigon Nang Paris       ,Tran Duc
3413,Nang Thu                     ,Lam Thuy Van
3414,Nang Thuy Tinh               ,Ngoc Bich
3415,Nang Tien Cua Linh           ,Hung Cuong; Mai Le Huyen
3416,Nang Trung Hoa Xinh Dep      ,Anh Minh
3417,Nang Ua Tinh Toi             ,Quang Dung
3418,Nang Ve Theo Anh             ,Luong Tung Quang; Bao Han
3419,Nang Xanh                    ,Truc Lam; Truc Linh
3420,Nang Xuan Cua Toi            ,Hong Hanh
3421,Nang Xuan                    ,Ngoc Lan
3422,Nang Yeu Hoa Tim             ,Phi Nhung
3423,Nang Yeu Hoa Tim             ,Truong Vu
3424,Nang                         ,Vu Khanh
3425,Nay Co Em                    ,Kenny Thai
3426,Nay Nguoi Yeu                ,M
3427,Nen Huong Yeu                ,Hong Truc
3428,Net Buon Thoi Chien          ,Phi Nhung
3429,Net Son Buon                 ,Sisi Thanh Ly
3430,Neu Anh Dung Hen             ,Duy Linh; Tam Doan
3431,Neu Anh Dung Hen             ,Phi Nhung
3432,Neu Anh Ve Ben Em            ,Female
3433,Neu Biet Toi Lay Chong       ,Phuong Diem Hanh
3434,Neu Biet Truoc               ,Gia Huy
3435,Neu Biet Truoc               ,Philip Huy
3436,Neu Biet Truoc               ,"Tran Tam, Nini Khanh"
3437,Neu Chua La                  ,La S Suong
3438,Neu Chung Minh Cach Tro      ,Che Linh; Phi Nhung
3439,Neu Chung Minh Cach Tro      ,Ha Vy
3440,Neu Chung Minh Cach Tro      ,Khanh Hoang
3441,Neu Co Em                    ,Le Tam
3442,Neu Co Lo Xa Lia Nhau        ,Tuan Hung
3443,Neu Co Yeu Toi               ,Dam Vinh Hung
3444,Neu Con Mai Sau              ,Ngoc Anh
3445,Neu Dieu Do Xay Ra           ,Diem Lien
3446,Neu Dieu Do Xay Ra           ,Phuong Thanh
3447,Neu Dieu Do Xay Ra           ,The Son
3448,Neu Doi Khong Co Anh         ,Thanh Tuyen
3449,Neu Dung Gian Doi            ,Hang Nga
3450,Neu Em Thay Co Don           ,Lam Truong
3451,Neu Khong Co Em              ,Lam Nhat Tien
3452,Neu Lo Chung Minh            ,Truong Vu
3453,Neu Mai Nay Xa Nhau          ,Ni Ni Khanh
3454,Neu Mai Nay                  ,The Son
3455,Neu Mot Mai Anh Biet Kinh Ky ,Son Ca; Duy Quang
3456,Neu Mot Ngay                 ,Bruce Doan
3457,Neu Mot Ngay                 ,Nguyen Hung; Don Ho
3458,Neu Ngay Do                  ,Dam Vinh Hung
3459,Neu Phai La Duyen So         ,Bao Han
3460,Neu Phoi Pha Ngay Mai        ,Huy Vu; Minh Tuyet
3461,Neu Phoi Pha Ngay Mai        ,Minh Vi
3462,Neu Ta Con Yeu Nhau          ,Ung Hoang Phuc; Quynh Anh
3463,Neu Ta Dung Quen Nhau        ,Hong Truc
3464,Neu Vang Anh Noi Long Nguoi Di,Vu Khanh; Kim Anh
3465,Neu Vang Anh                 ,Thanh Lan
3466,Neu Xuan Nay Vang Anh        ,Minh Tuyet
3467,Neu                          ,The Son
3468,Nga Ba Tinh                  ,Cam Ly
3469,Nga Ba Tinh                  ,Thien Truong Dia Hai
3470,Ngai Ngung                   ,Quang Le
3471,Ngai Ngung                   ,Quanh Linh
3472,Ngai Tieng Gan Xa            ,Truong Vu
3473,Ngam Ngui                    ,Man
3474,Ngan Cach                    ,Hai Ly
3475,Ngan Cach                    ,Hoang Nam
3476,Ngan Doi Anh Van Yeu Em      ,Phan Dinh Tung
3477,Ngan Doi Cho Mong            ,Thanh Ha
3478,Ngan Nam Kho Phai            ,Hoang Chau
3479,Ngan Nam Kho Phai            ,Minh Tuyet
3480,Ngan Nam Mai Yeu             ,Luu Bich
3481,Ngan Nam May Bay             ,Khanh Ha
3482,Ngan Nam Phoi Pha            ,Quang Vinh; Uyen Nhi
3483,Ngan Nam Tuong Phung         ,Dang Khoi
3484,Ngan Nam Van Doi             ,Female
3485,Ngan Nam Van Khong Quen      ,Khanh Ha
3486,Ngan Thu Ao Tim              ,Y Lan
3487,Ngan Thu Vinh Biet           ,Thanh Tuyen
3488,Ngang Trai                   ,Truong Vu
3489,Ngap Ngung                   ,Thanh Huyen
3490,Ngau Hung Ly Chim Quyen      ,Huong Lan
3491,Ngau Hung Ly Qua Cau         ,Vu Tuan
3492,Ngay Ay Con Anh              ,Lam Thuy Van
3493,Ngay Ay Minh Yeu Nhau        ,Duet
3494,Ngay Ben Nhau                ,Lynda Trang Dai
3495,Ngay Buon                    ,Ngoc Dai
3496,Ngay Buon                    ,Truong Vu
3497,Ngay Con Em Ben Toi          ,Truong Vu
3498,Ngay Da Dom Bong             ,Man
3499,Ngay Da Dom Bong             ,Tam Doan
3500,Ngay Dai Tren Que Huong      ,Le Uyen
3501,Ngay Di Xa Mai               ,Bang Kieu
3502,Ngay Do Con Anh              ,Lam Thuy Van
3503,Ngay Do Dau Buon             ,Huy Vu
3504,Ngay Do Toi Yeu Em           ,Dam Vinh Hung
3505,Ngay Do Xa Roi               ,Phi Nhung
3506,Ngay Do                      ,Man
3507,Ngay Em 20 Tuoi              ,Hong Truc
3508,Ngay Em Di                   ,Dam Vinh Hung
3509,Ngay Em Di                   ,Hong Truc
3510,Ngay Hom Qua La The          ,Quang Dung
3511,Ngay Hom Qua                 ,Cat Tien
3512,Ngay Hom Qua                 ,Techno
3513,Ngay Khong Ten               ,Dam Vinh Hung
3514,Ngay Khong Ten               ,Quang Dung
3515,Ngay Mai Anh Di              ,Duy Manh; Hien Thuc
3516,Ngay Mai Anh Di              ,Duy Manh
3517,Ngay Mai Mua Thoi Roi        ,Minh Tuyet
3518,Ngay Mai Troi Lai Sang       ,Huy Vu
3519,Ngay Mai Xa Nhau             ,Female
3520,Ngay Mua Thoi Roi            ,Cam Ly; Van Quang Long
3521,Ngay Mua Thoi Roi            ,Hoai An
3522,Ngay Mua Trong Doi           ,Sy Dan
3523,Ngay Mua Tuyet               ,Nini; Uyen My; Ha Vy
3524,Ngay Nao Em Di Lay Chong     ,Diep Thanh Thanh
3525,Ngay Nay Khong Con Be        ,Trinh Vinh Trinh
3526,Ngay Sau Se Ra Sao           ,Truong Vu
3527,Ngay Ta Ben Nhau             ,Thai Chau
3528,Ngay Ta Ben Nhau             ,Thanh Ha
3529,Ngay Ta Xa Nhau              ,Minh Tuyet; Cam Ly
3530,Ngay Tan Hon                 ,Christiane Le
3531,Ngay Thang Cua Tinh Yeu      ,Lam Thuy Van
3532,Ngay Tho                     ,Diem Lien
3533,Ngay Tho                     ,Kha Tu
3534,Ngay Tro Ve                  ,Hoang Oanh
3535,Ngay Tro Ve                  ,Man
3536,Ngay Tro Ve                  ,Truong Vu
3537,Ngay Ve                      ,Son Ca
3538,Ngay Vui Qua Mau             ,Ky Vuong
3539,Ngay Vui Qua Mau             ,The Son
3540,Ngay Xua Anh Hoi             ,Minh Tuyet
3541,Ngay Xua Anh Noi             ,Phi Nhung
3542,Ngay Xua Anh Noi             ,Yen Vy
3543,Ngay Xua Con Be              ,Tam Ca Ao Trang
3544,Ngay Xua Hai Dua             ,Van Quang Long; Cam Ly
3545,Ngay Xua Hoang Thi           ,Male
3546,Ngay Xua Hoang Thi           ,Thanh Lan
3547,Ngay Xua Len 5 Len 3         ,Quang Linh; My Le
3548,Ngay Xuan Tai Ngo            ,Manh Quynh; Ha Phuong
3549,Ngay Xuan Tham Nhau          ,Huong Lan; Duy Khanh
3550,Nghe Dieu Ly Que Houng       ,Huong Lan
3551,Nghe Nhung Tan Phai          ,Sy Phu
3552,Nghen Ngao                   ,Hoa Mi
3553,Ngheo Ma Co Tinh             ,Truong Vu
3554,Ngheo                        ,Truong Vu
3555,Nghin Trung Xa Cach          ,Diem Lien
3556,Nghin Trung Xa Cach          ,Khanh Ha
3557,Nghin Trung Xa Cach          ,Man
3558,Ngo Dau Tinh Da Quen Minh    ,My Tam
3559,Ngo Hon Qua Dem              ,Truong Vu
3560,Ngo Ngang                    ,Bao Han
3561,Ngo Ngang                    ,Tuan Ngoc
3562,Ngo Nhu Giac Mo              ,Khanh Ngoc
3563,Ngo Nhu Tim Thay Em          ,Duet
3564,Ngo Vang Tinh Yeu            ,Manh Quynh; Que Trang
3565,Ngo Y                        ,Tuan Vu
3566,Ngoai O Buon                 ,Doan Thy; Bruce Doan
3567,Ngoai O Buon                 ,Truong Vu
3568,Ngoai O Den Vang             ,Che Linh
3569,Ngoeo Tay Nhau The           ,Tam Doan
3570,Ngoi Hat Ca Bong Benh        ,Thanh Lam
3571,Ngoi Nha Hoa Hong            ,Bao Thy; Quang Vinh
3572,Ngoi Nha Hoa Hong            ,Bao Thy
3573,Ngoi Nha Trong Anh Binh Minh ,Ngoc Anh
3574,Ngoi Om Bong Em              ,Nguyen Thang
3575,Ngoi Sao Pha Le              ,Thuy Tien
3576,Ngoi Ton Tho                 ,Male
3577,Ngoi Xuong Day               ,Le Uyen Phuong
3578,Ngu Di Con                   ,Hong Nhung
3579,Ngu Di Em                    ,Che Linh
3580,Ngua Phi Duong Xa            ,Cao Minh
3581,Ngua Phi Duong Xa            ,Son Ca
3582,Nguoi Ay Va Toi Em Chon Ai   ,Luu Chi Vy
3583,Nguoi Ay Va Toi Em Phai Chon ,Luu Chi Vy
3584,Nguoi Cho Em Biet Co Don     ,Ho Le Thu
3585,Nguoi Co Nho Ta Chang        ,Bach Yen
3586,Nguoi Con Gai Hai Sim        ,Truong Vu
3587,Nguoi Con Gai                ,Luu Bich
3588,Nguoi Cung Canh Ngo          ,Bao Han
3589,Nguoi Cung Canh Ngo          ,Ha Vy
3590,Nguoi Da Nhu Mo              ,Ha Vy
3591,Nguoi Da Nhu Mo              ,Ky Vuong Dai Trang
3592,Nguoi Da Quen                ,Tam Doan
3593,Nguoi Da Thay Long           ,Phi Nhung
3594,Nguoi Da Thay Long           ,Truong Vu
3595,Nguoi Da Xa Mai              ,Dan Truong
3596,Nguoi Dan Ba 2000 Nam Truoc  ,Huy Vu
3597,Nguoi Dan Ong Chan That      ,Tran Tam
3598,Nguoi Dan Ong Khong Can Dan Ba,Quach Thanh Danh
3599,Nguoi Dan Ong Khong Tinh Yeu ,Dam Vinh Hung
3600,Nguoi Dan Ong Tham Lam       ,Hoang Chau
3601,Nguoi Dau Gio                ,Bruce Doan
3602,Nguoi Dau Gio                ,Truong Vu
3603,Nguoi Den Sau                ,Cam Ly
3604,Nguoi Dep Binh Duong         ,Duy Linh
3605,Nguoi Dep Binh Duong         ,Hoang Lan
3606,Nguoi Dep Trong Tranh        ,The Son Ai Van
3607,Nguoi Dep Xinh Xinh          ,Gia Huy
3608,Nguoi Di Nhu Nang Phai       ,Quang Dung
3609,Nguoi Di Qua Doi Toi Nua Hon Thuong Dau,Y Phuong; Minh Thong
3610,Nguoi Di Qua Doi Toi         ,Julie
3611,Nguoi Di Qua Doi Toi         ,Yen Phuong
3612,Nguoi Dien Yeu               ,Minh Hang
3613,Nguoi Em Gai Mien Nam        ,Phi Nhung
3614,Nguoi Em Sau Mong            ,Nha Thanh
3615,Nguoi Em Xom Dao             ,Man
3616,Nguoi Em Xom Dao             ,Tam Doan
3617,Nguoi Em Xom Dao             ,Truong Vu
3618,Nguoi Giau Cung Kho          ,Manh Quynh
3619,Nguoi Giau Cung Khoc         ,Kha Tu
3620,Nguoi Giau Tuong Tu          ,Manh Quynh
3621,Nguoi Giu Dan Co             ,Tuan Vu
3622,Nguoi Hung Va Giai Nhan      ,Hung Cuong
3623,Nguoi La Niem Dau            ,Lam Hung
3624,Nguoi Linh Gia Xa Que Huong  ,Truong Vu
3625,Nguoi Lu Hanh Trong Mua      ,Y Lan
3626,Nguoi Mang Tam Su            ,Quang Le
3627,Nguoi Mang Tam Su            ,Tam Doan
3628,Nguoi Ngoai Pho              ,Nhu Quynh
3629,Nguoi Ngoai Pho              ,Truong Vu
3630,Nguoi Nho Khong Nguoi        ,Cam Ly
3631,Nguoi Nho Khong Nguoi        ,Van Quang Long
3632,Nguoi O Lai Charlie          ,Lam Thuy Van; Lam Nhat Tien
3633,Nguoi Qua Bong Toi           ,Diem Lien
3634,Nguoi Quen Ke Nho            ,Do Thanh
3635,Nguoi Ra Di Vi Dau           ,Pham Khanh Hung
3636,Nguoi Ra Di                  ,Nguyen Thang
3637,Nguoi Ta Noi Em Vui Choi Qua Duong,Luu Chi Vy
3638,Nguoi Tho San Va Dan Chim Nho,Khanh Ly
3639,Nguoi Thu 3                  ,Vinh Thuyen Kim
3640,Nguoi Tinh Dep Xinh Xinh     ,Gia Huy
3641,Nguoi Tinh Doi Gian          ,Dam Vinh Hung
3642,Nguoi Tinh Ichiban           ,The Son
3643,Nguoi Tinh Khong Chan Dung   ,Khanh Ha
3644,Nguoi Tinh Khong Den         ,My Linh
3645,Nguoi Tinh La Lan            ,The Vu
3646,Nguoi Tinh Mua Dong          ,Nhu Quynh
3647,Nguoi Tinh Mua Thu           ,Kieu Nga
3648,Nguoi Tinh Oi Mo Gi          ,Dam Vinh Hung; My Tam
3649,Nguoi Tinh Toi Yeu           ,Thanh Thuy
3650,Nguoi Tinh Tram Nam          ,Lam Nhat Tien; Lam Nhat Truong
3651,Nguoi Tinh Tram Nam          ,Man
3652,Nguoi Tinh Tram Nam          ,Thuy Tien
3653,Nguoi Tinh Tram Nam          ,Tuan Hung
3654,Nguoi Tinh Trong Mong        ,Trinh Nam Son
3655,Nguoi Tinh Va Que Huong      ,My Huyen
3656,Nguoi Tinh Va Que Huong      ,Tuan Vu
3657,Nguoi Tinh Van Khoa          ,Nguyen Khang
3658,Nguoi Tinh Xa                ,Female
3659,Nguoi Tinh                   ,Quan Kim Thuy
3660,Nguoi Trong Mong             ,Mong Ngoc
3661,Nguoi Ve Cuoi Pho            ,Dan Truong
3662,Nguoi Ve Cuoi Pho            ,Minh Tuyet
3663,Nguoi Ve Don Vi Moi          ,Lam Gia Minh
3664,Nguoi Ve Don Vi Moi          ,Truong Vu
3665,Nguoi Ve Thanh Pho           ,Truong Vu
3666,Nguoi Ve Tu Long Dat         ,Don Ho
3667,Nguoi Ve Tu Long Dat         ,Hong Ngoc
3668,Nguoi Ve Tu Long Dat         ,Phuong Thanh
